物件ID,物件名称,"类型
专门用于前置物件判定
还有代码块类型筛选判断","子类型
专门用于自动建造判定",建筑背包分类,Entity的Icon,Entity的描述,纹理1,补充纹理,物件逻辑投影,"前置物件
0，可以放置在任意类型的前置物件上",物件是否可自动建造,物件上是否可建造,建造高度,行走矮边高,行走高边高,物件高边 ,通行方向,血量,死亡掉落配方ID,"技能作用类型
 0.未知类型
 1.玩家
 2.木头
 3.草
 4.石头
 5.建筑
 6.机器人
 7.怪物

",受击特效,受击音效,物件防御,掉落经验,物件等级,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,玩家经过是否半透,身体大小(半径像素),不显示在代码块下拉中,代码界面中物品排序ID,属性控件,idle效果,死亡效果,代码库ID,是否是地块
2106052,#N/A,5,,4,ic_chair11_XueHaiY,雪海松圆凳,icob1052Xhsyd,,15,0,0,1,45,45,45,0,15,144,1015,2,frame_felling,woodHited,,,,,,,0,1,,,,10001,,,1002,
2106053,#N/A,5,,4,ic_chair12_YuanMuY,圆木凳,icob1053Ymd,,15,0,0,1,40,40,40,0,15,144,1015,2,frame_felling,woodHited,,,,,,,0,1,,,,10001,,,1002,
2106054,#N/A,5,,4,ic_chair13_YunShanY,青云杉圆凳,icob1054Ysmyd,,15,0,0,1,45,45,45,0,15,144,1015,2,frame_felling,woodHited,,,,,,,0,1,,,,10001,,,1002,
2106055,#N/A,5,,4,ic_chair9_ShiTouY,石头圆凳，摆设在家里可以增加家园氛围,icob1055Szyd,,15,0,0,1,40,40,40,0,15,144,1015,2,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106123,#N/A,5,,4,ic_deskBig6_ChangShi,石头制成的长桌，需要消耗不少石头,icob1056Csz,,"15,15;15,15;15,15;15,15",0,0,1,66,66,66,0,"0,0;0,0;0,0;0,0;",144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106124,#N/A,5,,4,ic1124Dlsfd,大理岩方凳,icob1124Dlsfd,,15,"7,17,10",0,1,42,42,42,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106125,#N/A,5,,4,ic1125Dlyyd,大理岩圆凳,icob1125Dlyyd,,15,"7,17,10",0,1,40,40,40,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106126,#N/A,5,,4,ic1126Hgyfd,花岗岩方凳,icob1126Hgyfd,,15,"7,17,10",0,1,34,34,34,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106127,#N/A,5,,4,ic1127Hgyyd,花岗岩圆凳,icob1127Hgyyd,,15,"7,17,10",0,1,37,37,37,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106128,#N/A,5,,4,ic1128Asyfd,安山岩方凳,icob1128Asyfd,,15,"7,17,10",0,1,38,38,38,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106129,#N/A,5,,4,ic1129Asyyd,安山岩圆凳,icob1129Asyyd,,15,"7,17,10",0,1,45,45,45,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106130,#N/A,5,,4,ic1130Xwyfd,玄武岩方凳,icob1130Xwyfd,,15,"7,17,10",0,1,35,35,35,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106131,#N/A,5,,4,ic1131Xwyyd,玄武岩圆凳,icob1131Xwyyd,,15,"7,17,10",0,1,34,34,34,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106133,#N/A,5,,4,ic1133Dlyfz,大理岩方桌,icob1133Dlyfz,,15,"7,17,10",0,1,60,60,60,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106134,#N/A,5,,4,ic1134Dlydfz,大理岩大方桌,icob1134Dlydfz,,"15,15;15,15","7,17,10",0,1,60,60,60,0,"15,15;15,15",144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106135,#N/A,5,,4,ic1135Dlyyz,大理岩圆桌,icob1135Dlyyz,,15,"7,17,10",0,1,48,48,48,0,15,144,1015,5,frame_felling,ironHited,,,,,,,0,1,,,,10001,,,1002,
2106136,#N/A,5,,4,ic1136Hgyfz,花岗岩方桌,icob1136Hgyfz,,15,"7,17,10",0,1,48,48,48,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106137,#N/A,5,,4,ic1137Hgydfz,花岗岩大方桌,icob1137Hgydfz,,"15,15;15,15","7,17,10",0,1,69,69,69,0,"15,15;15,15",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106138,#N/A,5,,4,ic1138Hgyyz,花岗岩圆桌,icob1138Hgyyz,,15,"7,17,10",0,1,59,59,59,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106139,#N/A,5,,4,ic1139Asyfz,安山岩方桌,icob1139Asyfz,,15,"7,17,10",0,1,64,64,64,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106140,#N/A,5,,4,ic1140Asydfz,安山岩大方桌,icob1140Asydfz,,"15,15;15,15","7,17,10",0,1,55,55,55,0,"15,15;15,15",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106141,#N/A,5,,4,ic1141Asyyz,安山岩圆桌,icob1141Asyyz,,15,"7,17,10",0,1,43,43,43,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106142,#N/A,5,,4,ic1142Xwyfz,玄武岩方桌,icob1142Xwyfz,,15,"7,17,10",0,1,48,48,48,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106143,#N/A,5,,4,ic1143Xwydfz,玄武岩大方桌,icob1143Xwydfz,,"15,15;15,15","7,17,10",0,1,66,66,66,0,"15,15;15,15",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106144,#N/A,5,,4,ic1144Xwyyz,玄武岩圆桌,icob1144Xwyyz,,15,"7,17,10",0,1,61,61,61,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106145,#N/A,5,,4,ic1145Hxmyz,黑橡木圆桌,icob1145Hxmyz,,15,"7,17,10",0,1,45,45,45,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106146,#N/A,5,,4,ic1146Hfmyz,红枫木圆桌,icob1146Hfmyz,,15,"7,17,10",0,1,45,45,45,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106147,#N/A,5,,4,ic1147Bhmyz,白桦木圆桌,icob1147Bhmyz,,15,"7,17,10",0,1,48,48,48,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106148,#N/A,5,,4,ic1148Xhsyz,雪海松木圆桌,icob1148Xhsyz,,15,"7,17,10",0,1,48,48,48,0,15,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106149,#N/A,5,,4,ic1149Qysgq,青云杉钢琴,icob1149Qysgq,,"15,15","7,17,10",0,0,77,77,77,0,"15,15",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106150,#N/A,5,,4,ic1150Bhmhjt,白桦木红酒桶,icob1150Bhmhjt,,"15,15","7,17,10",0,0,110,110,110,0,"0,0",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106151,#N/A,5,,4,ic1151Hfmldz,红枫木落地钟,icob1151Hfmldz,,15,"7,17,10",0,0,140,140,140,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106152,#N/A,5,,4,ic1152Xhslsj,木头制的留声机，看上去很高级，只有有钱人家才会摆的东西,icob1152Xhslsj,,15,"7,17,10",0,0,70,70,70,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106153,#N/A,5,,4,ic1153Dlybl,冬天需要一点温暖，壁炉能够提供一点温度,icob1153Dlybl,,"15,15","7,17,10",0,1,108,108,108,0,"15,15",,,,,,,,,,,,240,1,,,,10001,,,1002,
2106154,#N/A,5,,4,ic1154Hgymb,花岗岩墓碑,icob_muBei,,15,"7,17,10",0,0,70,70,70,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
2106155,#N/A,5,,4,ic1155Asyfht,安山岩烽火台,icob1155Asyfht,,"15,15;15,15","7,17,10",0,0,182,182,182,0,"0,0;0,0",20000,1015,2,frame_felling,ironHited,,100,,,,,1000,1,,,,10001,,,1002,
2106156,#N/A,5,,4,ic1156Xwymd,玄武岩源码装饰灯,icob1156Xwymd,,15,"7,17,10",0,1,50,50,50,0,0,,,,,,,100,,,,,360,1,,,,10001,,,1002,
2106157,#N/A,5,,4,ic1157Szymld,石制源码路灯,icob1157Szymld,,15,"7,17,10",0,1,168,168,168,0,0,20000,1015,2,frame_felling,ironHited,,100,,,,,360,1,,,,10001,,,1002,
2106158,#N/A,5,,4,ic1158Mzymd,木制源码灯,icob1158Mzymd,,15,"7,17,10",0,1,50,50,50,0,0,,,2,frame_felling,woodHited,,100,,,,,360,1,,,,10001,,,1002,
2106159,#N/A,5,,2,ic1159Mzzl,木制栅栏,icob1159Mzzl,,"8,8","7,17,10",0,0,45,45,45,0,"7,7",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106160,#N/A,5,,2,ic1160Mzzlm,木制栅栏门,icob1160Mzzlm,,"8,8","7,17,10",0,0,45,45,45,0,"7,7",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106161,#N/A,5,,2,ic1161Stzl,石头栅栏,icob1161Stzl,,"8,8","7,17,10",0,0,45,45,45,0,"7,7",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106162,#N/A,5,,2,ic1162Stzlm,石头栅栏门,icob1162Stzlm,,"8,8","7,17,10",0,0,45,45,45,0,"7,7",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106163,#N/A,5,,2,ic1163Tzzl,铁质栅栏,icob1163Tzzl,,"8,8","7,17,10",0,0,45,45,45,0,"7,7",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106164,#N/A,5,,2,ic1164Tzzlm,铁质栅栏门,icob1164Tzzlm,,"8,8","7,17,10",0,0,45,45,45,0,"7,7",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106165,#N/A,5,,4,ic1165Xr,雪人,byicob1016Xr,,15,"7,17,10",0,0,145,145,145,0,0,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106166,#N/A,5,,3,ic1166Hxmsrc,黑橡木双人床,icob1166Hxmsrc,,"15,15,15;15,15,15;15,15,15","7,17,10",0,0,45,45,45,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106167,#N/A,5,,3,ic1167Qyssrc,青云杉双人床,icob1167Qyssrc,,"15,15,15;15,15,15;15,15,15","7,17,10",0,0,31,31,31,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106168,#N/A,5,,3,ic1168Bhmsrc,白桦木双人床,icob1168Bhmsrc,,"15,15,15;15,15,15;15,15,15","7,17,10",0,0,60,60,60,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106169,#N/A,5,,3,ic1169Hfmsrc,红枫木双人床,icob1169Hfmsrc,,"15,15,15;15,15,15;15,15,15","7,17,10",0,0,40,40,40,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106170,#N/A,5,,3,ic1170Xhssrc,雪海松双人床,icob1170Xhssrc,,"15,15,15;15,15,15;15,15,15","7,17,10",0,0,50,50,50,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,0,1,,,,10001,,,1002,
2106171,#N/A,5,,3,ic1173ThqbyGame,2048游戏机，可以玩2048游戏。,icob1173ThqbyGame,,15,"7,17,10",0,0,145,145,145,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106172,#N/A,5,,3,ic1173ThqbyGame,数独游戏机，可以玩数独游戏了。,icob1173ThqbyGame,,15,"7,17,10",0,0,145,145,145,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106173,#N/A,5,,3,ic1173ThqbyGame,天黑请闭眼游戏机，可以玩天黑请闭眼。,icob1173ThqbyGame,,15,"7,17,10",0,0,145,145,145,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106174,#N/A,5,,3,ic1174Yxjznm,转转游戏机，可以玩转你妹小游戏。,icob_you_xi_ji_1,,15,"7,17,10",0,0,145,145,145,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106175,#N/A,5,,3,ic1175Yx,邮箱,icob_maibox,,15,"7,17,10",0,0,107,107,107,0,0,,,,,,,,,,,,0,1,,,,10001,,,1002,
2106176,#N/A,5,,4,ic1176Ymdfz,原木大方桌,icob1176Ymdfz,,"15,15;15,15","7,17,10",0,1,60,60,60,0,"15,15;15,15",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106177,#N/A,5,,4,ic1177Qysfz,青云杉方桌,icob1177Qysfz,,15,"7,17,10",0,1,56,56,56,0,0,20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106178,#N/A,5,,4,ic1178Hfmdfz,红枫木大方桌,icob1178Hfmdfz,,"15,15;15,15","7,17,10",0,1,56,56,56,0,"15,15;15,15",20000,1015,2,frame_felling,woodHited,,100,,,,,0,1,,,,10001,,,1002,
2106179,#N/A,5,,4,ic1179Szymd,石制源码灯,icob1179Szymd,,15,"7,17,10",0,1,35,35,35,0,15,,,,,,,,,,,,120,1,,,,10001,,,1002,
2106180,源码能源装置,5,,3,zxicob_ymnlzz_jz,源码能源装置,tdz_1_1_00,,15,"7,17,10",0,0,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106181,打地鼠物件,5,,3,zxicob_ymnlzz_jz,打地鼠物件1,dadishu_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106182,打狗物件,5,,3,zxicob_ymnlzz_jz,打地鼠物件2,dagou_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106183,打兔子物件,5,,3,zxicob_ymnlzz_jz,打地鼠物件3,datuzi_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106184,打野猪物件,5,,3,zxicob_ymnlzz_jz,打地鼠物件4,dayezhu_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106185,计分器,5,,3,zxicob_ymnlzz_jz,计分器,jishuqi_00,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106186,按钮,5,,3,zxicob_ymnlzz_jz,按钮,luobu_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106187,压力板,5,,3,zxicob_ymnlzz_jz,压力板,yaliban_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106188,锤子,5,,3,zxicob_ymnlzz_jz,锤子,chuizi_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
2106189,萝卜,5,,3,zxicob_ymnlzz_jz,萝卜,luobu_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8000022,草原地块1,7,,4,zxcell_cy1_DK,草原地块1,zxcell_cy1_DK,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,5,,1002,1
8000023,草原地块2,7,,4,zxcell_cy2_DK,草原地块2,zxcell_cy2_DK,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,5,,1002,1
8000024,草原地块3,7,,4,zxcell_cy3_DK,草原地块3,zxcell_cy3_DK,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,5,,1002,1
8000025,草原地块4,7,,4,zxcell_cy4_DK,草原地块4,zxcell_cy4_DK,,15,16,1,1,75,75,75,0,15,,,,,,,,,,,,,0,,,,10001,5,,1002,1
8000007,原木立方块,5,,4,zxob_ymlft_LFK,原木立方块,zxob_ymlft_LFK,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100001,玻璃方块,5,,4,zxob_boli_01,玻璃方块,zxob_boli_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100002,草方块1,5,,4,zxob_cao_01,草方块1,zxob_cao_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100003,草方块2,5,,4,zxob_cao_02,草方块2,zxob_cao_02,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100004,草方块3,5,,4,zxob_cao_03,草方块3,zxob_cao_03,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100005,草方块4,5,,4,zxob_cao_04,草方块4,zxob_cao_04,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100006,机械方块1,5,,4,zxob_jixie_01,机械方块1,zxob_jixie_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100007,机械方块2,5,,4,zxob_jixie_02,机械方块2,zxob_jixie_02,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100008,机械方块3,5,,4,zxob_jixie_03,机械方块3,zxob_jixie_03,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100009,机械方块4,5,,4,zxob_jixie_04,机械方块4,zxob_jixie_04,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100010,鲤鱼方块1,5,,4,zxob_liyu_01,鲤鱼方块1,zxob_liyu_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100011,鲤鱼方块2,5,,4,zxob_liyu_02,鲤鱼方块2,zxob_liyu_02,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100012,鲤鱼方块3,5,,4,zxob_liyu_03,鲤鱼方块3,zxob_liyu_03,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100013,鲤鱼方块4,5,,4,zxob_liyu_04,鲤鱼方块4,zxob_liyu_04,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100014,木方块,5,,4,zxob_mu_01,木方块,zxob_mu_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100015,岩石方块1,5,,4,zxob_shitou_01,岩石方块1,zxob_shitou_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100016,岩石方块2,5,,4,zxob_shitou_02,岩石方块2,zxob_shitou_02,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100017,岩石方块3,5,,4,zxob_shitou_03,岩石方块3,zxob_shitou_03,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100018,岩石方块4,5,,4,zxob_shitou_04,岩石方块4,zxob_shitou_04,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100019,岩石方块5,5,,4,zxob_shitou_05,岩石方块5,zxob_shitou_05,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100020,太阳方块,5,,4,zxob_taiyang_01,太阳方块,zxob_taiyang_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100021,乌云方块,5,,4,zxob_wuyun_01,乌云方块,zxob_wuyun_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100022,月亮方块,5,,4,zxob_yueliang_01,月亮方块,zxob_yueliang_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100023,云朵方块,5,,4,zxob_yun_01,云朵方块,zxob_yun_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100024,砖方块1,5,,4,zxob_zhuan_01,砖方块1,zxob_zhuan_01,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100025,砖方块2,5,,4,zxob_zhuan_02,砖方块2,zxob_zhuan_02,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100026,砖方块3,5,,4,zxob_zhuan_03,砖方块3,zxob_zhuan_03,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100027,砖方块4,5,,4,zxob_zhuan_04,砖方块4,zxob_zhuan_04,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
8100028,砖方块5,5,,4,zxob_zhuan_05,砖方块5,zxob_zhuan_05,,15,0,1,1,65,65,65,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000101,8升沙漏,5,,4,FengYouWT_shalou8_00ic,8升沙漏,FengYouWT_shalou8_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,460,460,460,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000102,5升沙漏,5,,4,FengYouWT_shalou5_00ic,5升沙漏,FengYouWT_shalou5_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,360,360,360,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000103,3升沙漏,5,,4,FengYouWT_shalou3_00ic,3升沙漏,FengYouWT_shalou3_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,330,330,330,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000104,开关沙漏,5,,4,FengYouWT_KGSL_00ic,开关沙漏,FengYouWT_KGSL_00,,"15,15","7,10,17",0,0,55,55,55,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000105,直渠道,5,,4,FengYouWT_ZQD_00ic,直渠道,FengYouWT_ZQD_00,,"15,15,15","7,10,17",0,1,1,1,1,0,"15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000106,左上转角渠道,5,,4,FengYouWT_ZSQD_00ic,左上转角渠道,FengYouWT_ZSQD_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,1,1,1,1,0,"15,15,15;15,15,15;15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000107,左下转角渠道,5,,4,FengYouWT_ZXQD_00ic,左下转角渠道,FengYouWT_ZXQD_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,1,1,1,1,0,"15,15,15;15,15,15;15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000108,右上转角渠道,5,,4,FengYouWT_YSQD_00ic,右上转角渠道,FengYouWT_YSQD_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,1,1,1,1,0,"15,15,15;15,15,15;15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000109,右下转角渠道,5,,4,FengYouWT_YXQD_00ic,右下转角渠道,FengYouWT_YXQD_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,1,1,1,1,0,"15,15,15;15,15,15;15,15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000110,沙漏踏板,5,,4,FengYouWT_SLTB_00ic,沙漏踏板,FengYouWT_SLTB_00,,15,"7,10,17",0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000111,沙石1,5,,4,FengYouWT_SS1_00ic,沙石1,FengYouWT_SS1_00,,15,"7,10,17",1,1,60,60,60,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000112,沙石2,5,,4,FengYouWT_SS2_00ic,沙石2,FengYouWT_SS2_00,,15,"7,10,17",1,1,60,60,60,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000113,沙石3,5,,4,FengYouWT_SS3_00ic,沙石3,FengYouWT_SS3_00,,15,"7,10,17",1,1,60,60,60,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000114,边缘砖块,5,,4,FengYouWT_BYZK_00ic,边缘砖块,FengYouWT_BYZK_00,,"15,15","7,10,17",1,1,35,35,35,0,"15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10000115,阻挡图腾,5,,4,FengYouWT_ZDTT_00ic,阻挡图腾,FengYouWT_ZDTT_00,,15,"7,10,17",0,0,190,190,190,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000116,装饰石柱,5,,4,FengYouWT_ZSZZ_00ic,装饰石柱,FengYouWT_ZSZZ_00,,15,"7,10,17",0,0,415,415,415,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000117,埃及带草水壶,5,,4,aj_1_1_01ic,埃及带草水壶,aj_1_1_01,,15,"7,10,17",0,0,160,160,160,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000118,埃及金盆,5,,4,aj_1_1_02ic,埃及金盆,aj_1_1_02,,15,"7,10,17",0,0,20,20,20,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000119,埃及圆石柱,5,,4,aj_1_1_03ic,埃及圆石柱,aj_1_1_03,,15,"7,10,17",0,0,260,260,260,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000120,埃及黑水壶,5,,4,aj_1_1_04ic,埃及黑水壶,aj_1_1_04,,15,"7,10,17",0,0,74,74,74,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000121,埃及双水壶,5,,4,aj_1_1_05ic,埃及双水壶,aj_1_1_05,,15,"7,10,17",0,0,85,85,85,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000122,埃及小草,5,,4,aj_1_1_010ic,埃及小草,aj_1_1_10,,15,"7,10,17",0,0,8,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000123,埃及枯树,5,,4,aj_1_1_011ic,埃及枯树,aj_1_1_11,,15,"7,10,17",0,0,90,90,90,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000124,埃及小石头,5,,4,aj_1_1_012ic,埃及小石头,aj_1_1_12,,15,"7,10,17",0,0,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000125,埃及楼梯,5,,4,aj_1_2_01ic,埃及楼梯,aj_1_2_01,,"15,15","7,10,17",0,0,1,1,60,0,"10,10",,,,,,,,,,,,,1,,,,10001,,,1002,
10000126,埃及石墙,5,,4,aj_1_2_02ic,埃及石墙,aj_1_2_02,,"15,15","7,10,17",0,0,215,215,215,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000127,埃及狮身人面墙,5,,4,aj_1_3_01ic,埃及狮身人面墙,aj_1_3_01,,"15,15,15","7,10,17",0,0,280,280,280,0,"0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000128,埃及大立方,5,,4,aj_2_2_01ic,埃及大立方,aj_2_2_01,,"15,15;15,15","7,10,17",0,0,60,60,60,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000129,埃及宝箱,5,,4,aj_2_2_02ic,埃及宝箱,aj_2_2_02,,"15,15;15,15","7,10,17",0,0,90,90,90,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
