物件ID1,物件名称1,素材分组,"类型
专门用于前置物件判定
还有代码块类型筛选判断","建筑背包分类
（素材库的分类）",素材标签,Entity的Icon,Entity的描述,纹理1,补充纹理,动画名字,物件逻辑投影,建造高度,属性控件,代码库,行走矮边高,行走高边高,物件高边 ,通行方向,是否是地块,idle效果,场景效果根锚点,,光效,光效锚点偏移,掉落,素材库展示类型,正视角素材库ICON,正视角地图纹理,正视角地图建造高度,正视角地图行走矮边高,正视角地图行走高边高,正视角地图效果根锚点,正视角地图光效锚点偏移,"资源类型
1：2D贴图（默认）
2：2D动画
3：3D模型","资源路径
- 不用后缀
- 相对各自文件夹目录",朝向相机,"是否水平放置
- 比如地板
- 对3D无效"
20040034,实验室·墙6,20040029,5,-2,实验室,shiyanshi_qiang6,,shiyanshi_qiang6,,,15,160,10001,1002,160,160,0,0,,,,,,,,"1,2",Z_shiyanshi_qiang6_ic,Z_shiyanshi_qiang6,140,140,140,,,,,1,
20040035,实验室·墙7,20040029,5,-2,实验室,shiyanshi_qiang7,,shiyanshi_qiang7,,,15,160,10001,1002,160,160,0,0,,,,,,,,"1,2",Z_shiyanshi_qiang7_ic,Z_shiyanshi_qiang7,140,140,140,,,,,1,
20040036,实验室·踏板1,20040036,5,-2,实验室,shiyanshi_taban1,,shiyanshi_taban1,,,15,5,10001,1002,5,5,0,15,,,,,,,,"1,2",Z_shiyanshi_taban1_ic,Z_shiyanshi_taban1,5,5,5,,,,,1,
20040037,实验室·踏板2,20040036,5,-2,实验室,shiyanshi_taban2,,shiyanshi_taban2,,,15,5,10001,1002,5,5,0,15,,,,,,,,"1,2",Z_shiyanshi_taban2_ic,Z_shiyanshi_taban2,5,5,5,,,,,1,
20040038,实验室·显微镜,,5,-2,实验室,shiyanshi_xianweijing,,shiyanshi_xianweijing,,,15,75,10001,1002,75,75,0,0,,,,,,,,"1,2",Z_shiyanshi_xianweijing_ic,Z_shiyanshi_xianweijing,75,75,75,,,,,1,
20040039,实验室·椅子,,5,-2,实验室,shiyanshi_yizi,,shiyanshi_yizi,,,15,45,10001,1002,45,45,0,0,,,,,,,,"1,2",Z_shiyanshi_yizi_ic,Z_shiyanshi_yizi,30,30,30,,,,,1,
20040040,实验室·椅子1,20040040,5,-2,实验室,shiyanshi_yizi1,,shiyanshi_yizi1,,,15,90,10001,1002,90,90,0,0,,,,,,,,"1,2",Z_shiyanshi_yizi1_ic,Z_shiyanshi_yizi1,80,80,80,,,,,1,
20040041,实验室·椅子2,20040040,5,-2,实验室,shiyanshi_yizi2,,shiyanshi_yizi2,,,15,90,10001,1002,90,90,0,0,,,,,,,,"1,2",Z_shiyanshi_yizi2_ic,Z_shiyanshi_yizi2,80,80,80,,,,,1,
20040042,实验室·椅子3,20040040,5,-2,实验室,shiyanshi_yizi3,,shiyanshi_yizi3,,,15,90,10001,1002,90,90,0,0,,,,,,,,"1,2",Z_shiyanshi_yizi3_ic,Z_shiyanshi_yizi3,80,80,80,,,,,1,
20040043,实验室·中枢,,5,1,实验室,shiyanshi_zhongshu_ic,,shiyanshi_zhongshu1,,,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",370,10001,1002,370,370,0,"0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0",,,,,,,,0,,,,,,,,,,,
20040044,实验室·柱1,20040044,5,-2,实验室,shiyanshi_zhu1,,shiyanshi_zhu1,,,15,250,10001,1002,250,250,0,0,,,,,,,,"1,2",Z_shiyanshi_zhu1_ic,Z_shiyanshi_zhu1,170,170,170,,,,,1,
20040045,实验室·柱2,20040044,5,-2,实验室,shiyanshi_zhu2,,shiyanshi_zhu2,,,15,250,10001,1002,250,250,0,0,,,,,,,,"1,2",Z_shiyanshi_zhu2_ic,Z_shiyanshi_zhu2,170,170,170,,,,,1,
20040046,实验室·柱3,20040044,5,1,实验室,shiyanshi_zhu3,,shiyanshi_zhu3,,,15,250,10001,1002,250,250,0,0,,,,,,,,1,,,,,,,,,,1,
20040047,实验室·桌子,,5,-2,实验室,shiyanshi_zhuo_ic,,shiyanshi_zhuo,,,"15,15,15",35,10001,1002,35,35,0,"0,0,0",,,,,,,,"1,2",Z_shiyanshi_zhuo_ic,Z_shiyanshi_zhuo,40,40,40,,,,,1,
20040048,实验室·柱4,20040040,5,-2,实验室,shiyanshi_zhu4_ic,,shiyanshi_zhu4,,,15,250,10001,1002,250,250,0,0,,,,,,,,"1,2",Z_shiyanshi_zhu4_ic,Z_shiyanshi_zhu4,170,170,170,,,,,1,
20040049,实验室·柱5,20040040,5,1,实验室,shiyanshi_zhu5_ic,,shiyanshi_zhu5,,,15,250,10001,1002,250,250,0,0,,,,,,,,1,,,,,,,,,,1,
20040050,实验室·化学仪器,,5,-2,实验室,shiyanshi_hxyq_ic,,shiyanshi_hxyq,,,15,120,10001,1002,120,120,0,0,,,,,,,,"1,2",Z_shiyanshi_hxyq_ic,Z_shiyanshi_hxyq,90,90,90,,,,,1,
20050001,远古部落地表2,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_02_ic,jmdk_1_1_02,1,1,1,,,,,1,
20050002,远古部落地表3,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_03_ic,jmdk_1_1_03,1,1,1,,,,,1,
20050003,远古部落地表4,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_04_ic,jmdk_1_1_04,1,1,1,,,,,1,
20050004,远古部落地表5,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_05_ic,jmdk_1_1_05,1,1,1,,,,,1,
20050005,远古部落地表6,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_06_ic,jmdk_1_1_06,1,1,1,,,,,1,
20050006,远古部落地表7,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_07_ic,jmdk_1_1_07,1,1,1,,,,,1,
20050007,远古部落地表8,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_08_ic,jmdk_1_1_08,1,1,1,,,,,1,
20050008,远古部落地表9,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_09_ic,jmdk_1_1_09,1,1,1,,,,,1,
20050009,远古部落地表10,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_10_ic,jmdk_1_1_10,1,1,1,,,,,1,
20050010,远古部落地表11,20050001,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_11_ic,jmdk_1_1_11,1,1,1,,,,,1,
20050011,远古栅栏横,20050011,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,13,,,,,,,,2,jmdk_1_1_12_ic,jmdk_1_1_12,30,1,1,,,,,1,
20050012,远古栅栏左,20050011,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,14,,,,,,,,2,jmdk_1_1_13_ic,jmdk_1_1_13,30,1,1,,,,,1,
20050013,远古栅栏右,20050011,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,11,,,,,,,,2,jmdk_1_1_14_ic,jmdk_1_1_14,30,1,1,,,,,1,
20050014,远古地表装饰1,20050014,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_18_ic,jmdk_1_1_18,1,1,1,,,,,1,
20050015,远古地表装饰2,20050014,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_19_ic,jmdk_1_1_19,1,1,1,,,,,1,
20050016,远古地表装饰3,20050014,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_20_ic,jmdk_1_1_20,1,1,1,,,,,1,
20050017,满水桶,20050017,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_21_ic,jmdk_1_1_21,45,45,45,,,,,1,
20050018,空水桶,20050017,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_22_ic,jmdk_1_1_22,45,45,45,,,,,1,
20050019,陷阱隐藏,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_23_ic,jmdk_1_1_23,1,1,1,,,,,1,
20050020,陷阱激发,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_24_ic,jmdk_1_1_24,1,1,1,,,,,1,
20050021,干燥菜地,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_26_ic,jmdk_1_1_26,5,5,5,,,,,1,
20050022,湿润菜地,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_27_ic,jmdk_1_1_27,5,5,5,,,,,1,
20050023,远古部落地表12,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_28_ic,jmdk_1_1_28,1,1,1,,,,,1,
20050024,远古部落地表13,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_29_ic,jmdk_1_1_29,1,1,1,,,,,1,
20050025,远古部落地表14,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_30_ic,jmdk_1_1_30,1,1,1,,,,,1,
20050026,远古部落地表15,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_31_ic,jmdk_1_1_31,1,1,1,,,,,1,
20050027,远古部落地表16,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_32_ic,jmdk_1_1_32,1,1,1,,,,,1,
20050028,猎人小屋,,5,-2,远古部落素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"0,0,0;0,0,0",,,,,,,,2,jmdk_3_2_01_ic,jmdk_3_2_01,105,105,105,,,,,1,
20050029,村庄巨石,,5,-2,远古部落素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"0,0,0;0,0,0",,,,,,,,2,jmdk_3_2_05_ic,jmdk_3_2_05,185,185,185,,,,,1,
20050030,村庄水井,,5,-2,远古部落素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"0,0,0;0,0,0",,,,,,,,2,jmdk_3_2_06_ic,jmdk_3_2_06,50,50,50,,,,,1,
20050031,村庄小屋,,5,-2,远古部落素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"0,0,0,0;0,0,0,0",,,,,,,,2,jmdk_4_2_01_ic,jmdk_4_2_01,255,255,255,,,,,1,
20050032,大型捕兽夹,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_05_ic,jmdk_2_2_05,11,11,11,,,,,1,
20050033,村长小屋,,5,-2,远古部落素材,,,,,,"15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15",,10001,1002,,,0,"0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0",,,,,,,,2,jmdk_8_4_01_ic,jmdk_8_4_01,325,325,325,,,,,1,
20050034,知识卡片,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_37_ic,jmdk_1_1_37,60,60,60,,,,,1,
20050035,铁矛,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_40_ic,jmdk_1_1_40,150,150,150,,,,,1,
20050036,木材堆,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,jmdk_1_1_46,jmdk_1_1_51,125,125,125,,,,,1,
20050037,大饼,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_52_ic,jmdk_1_1_52,3,3,3,,,,,1,
20050038,小陷阱隐藏,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_53_ic,jmdk_1_1_53,1,1,1,,,,,1,
20050039,小陷阱激发,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_54_ic,jmdk_1_1_54,1,1,1,,,,,1,
20050040,远古地表1,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_55_ic,jmdk_1_1_55,1,1,1,,,,,1,
20050041,远古地表2,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_56_ic,jmdk_1_1_56,1,1,1,,,,,1,
20050042,远古地表3,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_57_ic,jmdk_1_1_57,1,1,1,,,,,1,
20050043,远古地表4,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_58_ic,jmdk_1_1_58,1,1,1,,,,,1,
20050044,远古地表5,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_59_ic,jmdk_1_1_59,1,1,1,,,,,1,
20050045,远古地表6,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_60_ic,jmdk_1_1_60,1,1,1,,,,,1,
20050046,远古地表7,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_61_ic,jmdk_1_1_61,1,1,1,,,,,1,
20050047,远古地表8,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_62_ic,jmdk_1_1_62,1,1,1,,,,,1,
20050048,远古地表9,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_63_ic,jmdk_1_1_63,1,1,1,,,,,1,
20050049,远古地表10,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_64_ic,jmdk_1_1_64,1,1,1,,,,,1,
20050050,远古地表11,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_65_ic,jmdk_1_1_65,1,1,1,,,,,1,
20050051,远古地表12,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_66_ic,jmdk_1_1_66,1,1,1,,,,,1,
20050052,西红柿,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_67_ic,jmdk_1_1_67,20,20,20,,,,,1,
20050053,野猪肉,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_68_ic,jmdk_1_1_68,10,10,10,,,,,1,
20050054,萝卜,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_69_ic,jmdk_1_1_69,20,20,20,,,,,1,
20050055,白菜,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_70_ic,jmdk_1_1_70,15,15,15,,,,,1,
20050056,萝卜苗,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_71_ic,jmdk_1_1_71,1,1,1,,,,,1,
20050057,萝卜土地,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_72_ic,jmdk_1_1_72,10,10,10,,,,,1,
20050058,空土地,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_73_ic,jmdk_1_1_73,10,10,10,,,,,1,
20050059,粮食袋,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,jmdk_1_1_74_ic,jmdk_1_1_74,40,40,40,,,,,1,
20050060,萝卜田告示牌,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,jmdk_1_1_75_ic,jmdk_1_1_75,65,65,65,,,,,1,
20050061,箱子,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,jmdk_1_1_76_ic,jmdk_1_1_76,36,36,36,,,,,1,
20050062,数字牌,,5,-2,远古部落素材,,,,,,15,,10001,1002,,,0,0,,,,,,,,2,jmdk_1_1_77_ic,jmdk_1_1_77,60,60,60,,,,,1,
20050063,地摊布,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_06_ic,jmdk_2_2_06,1,1,1,,,,,1,
20050064,猎人村庄大门左,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,jmdk_2_2_07_ic,jmdk_2_2_07,180,180,180,,,,,1,
20050065,猎人村庄大门右,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,jmdk_2_2_08_ic,jmdk_2_2_08,180,180,180,,,,,1,
20050066,猎人村庄栅栏横,,5,-2,远古部落素材,,,,,,"15,15",,10001,1002,,,0,"7,7",,,,,,,,2,jmdk_2_1_09_ic,jmdk_2_1_09,170,170,170,,,,,1,
20050067,猎人村庄栅栏竖,,5,-2,远古部落素材,,,,,,15;15,,10001,1002,,,0,14;14,,,,,,,,2,jmdk_1_2_10_ic,jmdk_1_2_10,170,170,170,,,,,1,
20050068,空菜篮,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,jmdk_2_2_11_ic,jmdk_2_2_11,12,12,12,,,,,1,
20050069,西红柿菜篮,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,jmdk_2_2_12_ic,jmdk_2_2_12,30,30,30,,,,,1,
20050070,萝卜菜篮,,5,-2,远古部落素材,,,,,,"15,15;15,15",,10001,1002,,,0,"0,0;0,0",,,,,,,,2,jmdk_2_2_21_ic,jmdk_2_2_21,45,45,45,,,,,1,
20050071,货架,,5,-2,远古部落素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"0,0,0;0,0,0",,,,,,,,2,jmdk_3_2_07_ic,jmdk_3_2_07,180,180,180,,,,,1,
20050072,铁匠屋,,5,-2,远古部落素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"0,0,0,0;0,0,0,0",,,,,,,,2,jmdk_4_2_02_ic,jmdk_4_2_02,260,260,260,,,,,1,
20050073,3斤油桶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_89_ic,jmdk_1_1_89,30,30,30,,,,,1,
20050074,5斤油桶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_91_ic,jmdk_1_1_91,35,35,35,,,,,1,
20050075,6斤油桶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_93_ic,jmdk_1_1_93,35,35,35,,,,,1,
20050076,7斤油桶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_95_ic,jmdk_1_1_95,35,35,35,,,,,1,
20050077,15斤油桶,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_97_ic,jmdk_1_1_97,45,45,45,,,,,1,
20050078,一袋米,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_98_ic,jmdk_1_1_98,45,45,45,,,,,1,
20050079,古城道路1,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_99_ic,jmdk_1_1_99,1,1,1,,,,,1,
20050080,古城道路2,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_100_ic,jmdk_1_1_100,1,1,1,,,,,1,
20050081,数字圆圈,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_101_ic,jmdk_1_1_101,1,1,1,,,,,1,
20050082,沙包,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_106_ic,jmdk_1_1_106,10,10,10,,,,,1,
20050083,枣子,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_107_ic,jmdk_1_1_107,10,10,10,,,,,1,
20050084,地图卷轴,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_108_ic,jmdk_1_1_108,5,5,5,,,,,1,
20050085,烙饼,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_109_ic,jmdk_1_1_109,3,3,3,,,,,1,
20050086,铜钱,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,jmdk_1_1_110_ic,jmdk_1_1_110,5,5,5,,,,,1,
20050087,古城墙门楼柱,,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_30_ic,jmdk_2_2_30,218,218,218,,,,,1,
20050088,古城墙横,,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_31_ic,jmdk_2_2_31,205,205,205,,,,,1,
20050089,古城墙转角1,,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_32_ic,jmdk_2_2_32,190,190,190,,,,,1,
20050090,古城墙转角2,,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_33_ic,jmdk_2_2_33,190,190,190,,,,,1,
20050091,古城墙竖,,5,-2,古城素材,,,,,,"15,15;15,15",,10001,1002,,,0,"15,15;15,15",,,,,,,,2,jmdk_2_2_34_ic,jmdk_2_2_34,205,205,205,,,,,1,
20050092,古城墙门楼,,5,-2,古城素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,jmdk_3_2_11_ic,jmdk_3_2_11,205,205,205,,,,,1,
20050093,古城猪肉铺,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,jmdk_4_2_03_ic,jmdk_4_2_03,180,180,180,,,,,1,
20050094,古城房屋1,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,jmdk_4_2_04_ic,jmdk_4_2_04,180,180,180,,,,,1,
20050095,古城米铺,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,jmdk_4_2_05_ic,jmdk_4_2_05,180,180,180,,,,,1,
20050096,古城房屋2,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,jmdk_4_2_06_ic,jmdk_4_2_06,180,180,180,,,,,1,
20050097,古城书店,,5,-2,古城素材,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,jmdk_4_2_07_ic,jmdk_4_2_07,180,180,180,,,,,1,
20050098,庭院好墙1,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_01_ic,JMG5L1_1_1_01,160,160,160,,,,,1,
20050099,庭院好墙2,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_02_ic,JMG5L1_1_1_02,160,160,160,,,,,1,
20050100,庭院好墙3,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_03_ic,JMG5L1_1_1_03,160,160,160,,,,,1,
20050101,庭院好墙4,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_04_ic,JMG5L1_1_1_04,125,125,125,,,,,1,
20050102,庭院好墙5,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_05_ic,JMG5L1_1_1_05,125,125,125,,,,,1,
20050103,庭院坏墙1,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_06_ic,JMG5L1_1_1_06,160,160,160,,,,,1,
20050104,庭院坏墙2,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_07_ic,JMG5L1_1_1_07,160,160,160,,,,,1,
20050105,庭院坏墙3,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_08_ic,JMG5L1_1_1_08,160,160,160,,,,,1,
20050106,庭院坏墙4,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_09_ic,JMG5L1_1_1_09,125,125,125,,,,,1,
20050107,庭院坏墙5,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_10_ic,JMG5L1_1_1_10,125,125,125,,,,,1,
20050108,密室墙,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_11_ic,JMG5L1_1_1_11,130,130,130,,,,,1,
20050109,密室左边门,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_12_ic,JMG5L1_1_1_12,130,130,130,,,,,1,
20050110,密室右边门,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_13_ic,JMG5L1_1_1_13,130,130,130,,,,,1,
20050111,密室地板,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_15_ic,JMG5L1_1_1_15,1,1,1,,,,,1,
20050112,密室石头,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_16_ic,JMG5L1_1_1_16,18,10,10,,,,,1,
20050113,密室火盆,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_17_ic,JMG5L1_1_1_17,80,80,80,,,,,1,
20050114,密室宝箱红,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_20_ic,JMG5L1_1_1_20,30,30,30,,,,,1,
20050115,密室宝箱蓝,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_23_ic,JMG5L1_1_1_23,30,30,30,,,,,1,
20050116,庭院石头,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_24_ic,JMG5L1_1_1_24,85,85,85,,,,,1,
20050117,庭院装饰1,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_25_ic,JMG5L1_1_1_25,120,120,120,,,,,1,
20050118,庭院装饰2,,5,-2,古城素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,JMG5L1_1_1_26_ic,JMG5L1_1_1_26,70,70,70,,,,,1,
