物件ID,物件名称,Varia的Icon,Varia的描述,"类型
5.建筑物品
7.地块
8.资源（地图上刷出来的资源）
10.地板
11.墙面 
     1.普通墙面（自动建造会围绕着地板）
     2.栅栏（自动建造不围绕着地板）
     3.门（门后方不可建造其他物品）
12.窗户
17.地表（特指用于装饰地块的物件）",子类型,纹理1,补充纹理,行走矮边高,行走高边高,物件高边 ,物件逻辑投影,通行方向,物件形状,"是否多格物件（特指不切图装饰物）
1为多格物件
0不为多格物件","物件上是否可建造
0不能建造
1可以建造但不会被覆盖
2插旗时被删除",建造高度,"建造类型
1.储物类(ArchStorage)
2.制造类(ArchProduction)
3.提示类(ArchPrompt)
4.时间类(ArchProduction)
5.状态类(ArchStateSend)","制造id
对应自己制造类型表中的id",接受状态ids,功能扩展,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,遮挡是否产生半透,不显示在代码块下拉中,idle效果,死亡效果
4105027,风力发电机,gnicob1028Flfdj,Varia表的描述没配置,5,,gnicob1028Flfdj,,141,141,0,15,0,"1,1,15,0",0,0,141,,,,,,,,,1,1,,
4105028,供电柱,gnicob1029Gdz,Varia表的描述没配置,5,,gnicob1029Gdz,,104,104,0,15,0,"1,1,15,0",0,0,104,,,,,,,,,1,1,,
4105029,开关,gnicob1030Kg_0,Varia表的描述没配置,5,,gnicob1030Kg_0,,23,23,0,15,15,"1,1,15,15",0,0,23,,,,,,,,,1,1,,
4105030,开关2,gnicob1030Kg_1,Varia表的描述没配置,5,,gnicob1030Kg_1,,23,23,0,15,15,"1,1,15,15",0,0,23,,,,,,,,,1,1,,
4105031,弹簧,gnicob1031Th_0,Varia表的描述没配置,5,,gnicob1031Th_0,,10,10,0,15,15,"1,1,15,15",0,0,10,,,,,,,,,1,1,,
4105032,弹簧2,gnicob1031Th_1,Varia表的描述没配置,5,,gnicob1031Th_1,,10,10,0,15,15,"1,1,15,15",0,0,10,,,,,,,,,1,1,,
4105033,衣柜,gnicob1032Yg,Varia表的描述没配置,5,,gnicob1032Yg,,115,115,0,15;15,0;0,"2,1,15,0",0,0,115,,,,,,,,,1,1,,
4105034,源码烤箱,gnicob1033Ymkx,Varia表的描述没配置,5,,gnicob1033Ymkx,,48,48,0,15,0,"1,1,15,0",0,0,48,,,,,,,,,1,1,,
4105035,源码楼梯,gnicob1034Ymlt,Varia表的描述没配置,5,,gnicob1034Ymlt,,121,121,0,15,0,"1,1,15,0",0,0,121,,,,,,,,,1,1,,
4105036,旱地,gnicob1035Hd_0,Varia表的描述没配置,5,,gnicob1035Hd_0,,9,9,0,15,15,"1,1,15,15",0,1,9,,,,,,,,,1,1,,
4105037,旱地2,gnicob1035Hd_1,Varia表的描述没配置,5,,gnicob1035Hd_1,,9,9,0,15,15,"1,1,15,15",0,1,9,,,,,,,,,1,1,,
4105038,水田,gnicob1036St_0,Varia表的描述没配置,5,,gnicob1036St_0,,9,9,0,15,15,"1,1,15,15",0,0,9,,,,,,,,,1,1,,
4105039,水田2,gnicob1036St_1,Varia表的描述没配置,5,,gnicob1036St_1,,9,9,0,15,15,"1,1,15,15",0,0,9,,,,,,,,,1,1,,
4105040,高级耕地,gnicob1037Gjgd_0,Varia表的描述没配置,5,,gnicob1037Gjgd_0,,9,9,0,15,15,"1,1,15,15",0,0,9,,,,,,,,,1,1,,
4105041,高级耕地2,gnicob1037Gjgd_1,Varia表的描述没配置,5,,gnicob1037Gjgd_1,,9,9,0,15,15,"1,1,15,15",0,0,9,,,,,,,,,1,1,,
4105042,石炉,gnicob1015Sl_0,Varia表的描述没配置,5,,gnicob1015Sl_0,,45,45,0,15,0,"1,1,15,0",0,0,45,,,,,,,,,1,1,,
4105043,钢铁高炉,gnicob1016Gl_0,Varia表的描述没配置,5,,gnicob1016Gl_0,,75,75,0,15,0,"1,1,15,0",0,0,75,,,,,,,,,1,1,,
4105044,源码熔炉,gnicob1017Ymrl_0,Varia表的描述没配置,5,,gnicob1017Ymrl_0,,85,85,0,15;15,0;0,"2,1,15,0",0,0,85,,,,,,,,,1,1,,
4105045,篝火（灭）,gnicob1004Gh_0,Varia表的描述没配置,5,,gnicob1004Gh_0,,22,22,0,15,15,"1,1,15,15",0,0,22,,,,,,,,,1,1,,
4105046,烹饪锅（灭）,gnicob1005Prg_0,Varia表的描述没配置,5,,gnicob1005Prg_0,,50,50,0,15,15,"1,1,15,15",0,0,50,,,,,,,,,1,1,,
4105047,火炉（灭）,gnicob1018Hl_0,Varia表的描述没配置,5,,gnicob1018Hl_0,,80,80,0,15,15,"1,1,15,15",0,0,80,,,,,,,,,1,1,,
4106001,水壶,icob1001Sh,Varia表的描述没配置,5,,icob1001Sh,,53,53,0,15,0,"1,1,15,0",0,0,53,,,,,,,,,1,,,
4106002,喷泉,icob1002Pq,Varia表的描述没配置,5,,icob1002Pq,,94,94,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,94,,,,,,,,,1,,,
4106003,安山岩方块,icob1003Asyfk,Varia表的描述没配置,5,,icob1003Asyfk,,48,48,0,15,0,"1,1,15,0",0,1,48,,,,,,,,,1,,,
4106004,花岗岩方块,icob1004Hgyfk,Varia表的描述没配置,5,,icob1004Hgyfk,,48,48,0,15,0,"1,1,15,0",0,1,48,,,,,,,,,1,,,
4106005,石头立方块,icob1005Stlfk,Varia表的描述没配置,5,,icob1005Stlfk,,48,48,0,15,0,"1,1,15,0",0,1,48,,,,,,,,,1,,,
4106006,冰方块,icob1006Bfk,Varia表的描述没配置,5,,icob1006Bfk,,48,48,0,15,0,"1,1,15,0",0,1,48,,,,,,,,,1,,,
4106007,草垛,icob1007Cd,Varia表的描述没配置,5,,icob1007Cd,,48,48,0,15,0,"1,1,15,0",0,2,48,,,,,,,,,1,,,
4106008,桥,icob1008Qiao,Varia表的描述没配置,5,,icob1008Qiao,,20,20,0,15,10,"1,1,15,10",0,0,20,,,,,,,,,1,,,
4106009,断桥,icob1009Dq,Varia表的描述没配置,5,,icob1009Dq,,20,20,0,15,10,"1,1,15,10",0,0,20,,,,,,,,,1,,,
4106010,木板,icob1010Mb,Varia表的描述没配置,5,,icob1010Mb,,9,9,0,15,15,"1,1,15,15",0,1,9,,,,,,,,,1,,,
4106011,木桶,icob1011Mt,Varia表的描述没配置,5,,icob1011Mt,,50,50,0,15,0,"1,1,15,0",0,0,50,,,,,,,,,1,,,
4106012,原木靠背凳,icob1012Ymkbd,Varia表的描述没配置,5,,icob1012Ymkbd,,75,75,0,15,0,"1,1,15,0",0,0,75,,,,,,,,,1,1,,
4106013,枫木靠背凳,icob1013Fmkbd,Varia表的描述没配置,5,,icob1013Fmkbd,,75,75,0,15,0,"1,1,15,0",0,0,75,,,,,,,,,1,1,,
4106014,橡木靠背凳,icob1014Xmkbd,Varia表的描述没配置,5,,icob1014Xmkbd,,75,75,0,15,0,"1,1,15,0",0,0,75,,,,,,,,,1,1,,
4106015,原木太师椅,icob1015Ymtsy,Varia表的描述没配置,5,,icob1015Ymtsy,,70,70,0,15,0,"1,1,15,0",0,0,70,,,,,,,,,1,1,,
4106016,枫木太师椅,icob1016Fmtsy,Varia表的描述没配置,5,,icob1016Fmtsy,,70,70,0,15,0,"1,1,15,0",0,0,70,,,,,,,,,1,1,,
4106017,橡木太师椅,icob1016Xmtsy,Varia表的描述没配置,5,,icob1016Xmtsy,,70,70,0,15,0,"1,1,15,0",0,0,70,,,,,,,,,1,1,,
4106018,原木宝座,icob1017Ymbz,Varia表的描述没配置,5,,icob1017Ymbz,,78,78,0,15,0,"1,1,15,0",0,0,78,,,,,,,,,1,1,,
4106019,枫木宝座,icob1018Fmbz,Varia表的描述没配置,5,,icob1018Fmbz,,78,78,0,15,0,"1,1,15,0",0,0,78,,,,,,,,,1,1,,
4106020,橡木宝座,icob1019Xmbz,Varia表的描述没配置,5,,icob1019Xmbz,,78,78,0,15,0,"1,1,15,0",0,0,78,,,,,,,,,1,1,,
4106021,原木床,icob1020Ymc,Varia表的描述没配置,5,,icob1020Ymc,,66,66,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,66,,,,,,,,,1,1,,
4106022,左桥坡,icob1008Qiao_1,Varia表的描述没配置,5,,icob1008Qiao_1,,1,20,8,15,10,"1,1,15,10",0,0,20,,,,,,,,,1,1,,
4106023,右桥坡,icob1008Qiao_2,Varia表的描述没配置,5,,icob1008Qiao_2,,1,20,2,15,10,"1,1,15,10",0,0,20,,,,,,,,,1,1,,
4106024,破碎木箱1号,icob1021Psmx1,Varia表的描述没配置,5,,icob1021Psmx1,,43,43,0,15,0,"1,1,15,0",0,0,43,,,,,,,,,1,1,,
4106025,破碎木箱2号,icob1021Psmx2,Varia表的描述没配置,5,,icob1021Psmx2,,43,43,0,15,0,"1,1,15,0",0,0,43,,,,,,,,,1,1,,
4106026,破碎木箱3号,icob1021Psmx3,Varia表的描述没配置,5,,icob1021Psmx3,,43,43,0,15,0,"1,1,15,0",0,0,43,,,,,,,,,1,1,,
4106027,合金箱1号,icob1022jzhjx1,Varia表的描述没配置,5,,icob1022jzhjx1,,55,55,0,15,0,"1,1,15,0",0,0,55,,,,,,,,,1,1,,
4106028,合金箱2号,icob1022jzhjx2,Varia表的描述没配置,5,,icob1022jzhjx2,,55,55,0,15,0,"1,1,15,0",0,0,55,,,,,,,,,1,1,,
4106029,合金箱3号,icob1022jzhjx3,Varia表的描述没配置,5,,icob1022jzhjx3,,55,55,0,15,0,"1,1,15,0",0,0,55,,,,,,,,,1,1,,
4106030,源码宝箱1号,icob1023Ymbx1,Varia表的描述没配置,5,,icob1023Ymbx1,,58,58,0,15,0,"1,1,15,0",0,0,58,,,,,,,,,1,1,,
4106031,源码宝箱2号,icob1023Ymbx2,Varia表的描述没配置,5,,icob1023Ymbx2,,58,58,0,15,0,"1,1,15,0",0,0,58,,,,,,,,,1,1,,
4106032,源码宝箱3号,icob1023Ymbx3,Varia表的描述没配置,5,,icob1023Ymbx3,,58,58,0,15,0,"1,1,15,0",0,0,58,,,,,,,,,1,1,,
4106033,木围栏·横,icob1023Mwl1,,5,,icob1023Mwl1,,42,42,0,15,13,"1,1,15,13",0,0,,,,,,,,,,1,1,,
4106034,木围栏·桩,icob1024Mwl2,,5,,icob1024Mwl2,,42,42,0,15,15,"1,1,15,15",0,0,,,,,,,,,,1,1,,
4106035,木围栏·门,icob1025Mwl3,,5,,icob1025Mwl3,,42,42,0,"15,15","13,13","1,2,15,13",0,0,,,,,,,,,,1,1,,
4107001,源码悬浮车,ymicob1001Ymcfc,Varia表的描述没配置,5,,ymicob1001Ymcfc,,115,115,0,15,0,"1,1,15,0",0,0,115,,,,,,,,,1,1,,
4107002,源码告示牌,ymicob1002Ymgsp,Varia表的描述没配置,5,,ymicob1002Ymgsp,,145,145,0,"15,15","0,0","1,2,15,0",0,0,145,,,,,,,,,1,1,,
4107003,源码供能柱,ymicob1003Ymgnz,Varia表的描述没配置,5,,ymicob1003Ymgnz,,125,125,0,15,0,"1,1,15,0",0,0,125,,,,,,,,,1,1,,
4107004,源码奇异屋,ymicob1004Ymqyw,Varia表的描述没配置,5,,ymicob1004Ymqyw,,273,273,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,273,,,,,,,,,1,1,,
4107005,源码中央喷泉,ymicob1005Ymzypq,Varia表的描述没配置,5,,ymicob1005Ymzypq,,48,48,0,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15","0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0","5,5,15,0",1,0,48,,,,,,,,,1,1,,
4107006,源码魔方,ymicob1006Ymmf,Varia表的描述没配置,5,,ymicob1006Ymmf,,230,230,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,230,,,,,,,,,1,1,,
4107007,源码祭坛,ymicob1007Ymjt,Varia表的描述没配置,5,,ymicob1007Ymjt,,205,205,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,205,,,,,,,,,1,1,,
4107008,源码能量箭塔,ymicob1008Ymnljt,Varia表的描述没配置,5,,ymicob1008Ymnljt,,220,220,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,220,,,,,,,,,1,1,,
4107009,源码奇幻炮塔,ymicob1009Ymqhpt,Varia表的描述没配置,5,,ymicob1009Ymqhpt,,255,255,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,255,,,,,,,,,1,1,,
4107010,源码石柱,ymicob1010Ymsz,Varia表的描述没配置,5,,ymicob1010Ymsz,,345,345,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,345,,,,,,,,,1,1,,
4107011,源码悬浮装置,ymicob1011Ymxfzz,Varia表的描述没配置,5,,ymicob1011Ymxfzz,,8,8,0,15,15,"1,1,15,15",0,0,8,,,,,,,,,1,1,,
4107012,源码碑柱,ymicob1012Ymbz,Varia表的描述没配置,5,,ymicob1012Ymbz,,245,245,0,15,0,"1,1,15,0",0,0,245,,,,,,,,,1,1,,
4107013,源码横梁,ymicob1013Ymhl,Varia表的描述没配置,5,,ymicob1013Ymhl,,335,335,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,335,,,,,,,,,1,1,,
4107014,源码雕像,ymicob1014Ymhl,Varia表的描述没配置,5,,ymicob1014Ymhl,,335,335,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,335,,,,,,,,,1,1,,
4107015,源码石柱,ymicob1015Ymsz,Varia表的描述没配置,5,,ymicob1015Ymsz,,300,300,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,300,,,,,,,,,1,1,,
4107016,源码灯,ymicob1016Ymd,Varia表的描述没配置,5,,ymicob1016Ymd,,70,70,0,15,0,"1,1,15,0",0,0,70,,,,,,,,,1,1,,
4107017,水池祭坛,ymicob1017szjt,Varia表的描述没配置,5,,ymicob1017szjt,,400,400,0,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15","0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0","5,5,15,0",1,0,400,,,,,,,,,1,1,,
4107018,石碓,ymicob1018sd,Varia表的描述没配置,5,,ymicob1018sd,,90,90,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,90,,,,,,,,,1,1,,
4107019,石墙,ymicob1019sq,Varia表的描述没配置,5,,ymicob1019sq,,150,150,0,15;15;15,0;0;0,"3,1,15,0",0,0,150,,,,,,,,,1,1,,
4107020,石墙(小),ymicob1020sq,Varia表的描述没配置,5,,ymicob1020sq,,150,150,0,15,0,"1,1,15,0",0,0,150,,,,,,,,,1,1,,
4107021,地洞,ymicob1021did,Varia表的描述没配置,5,,ymicob1021did,,10,10,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,10,,,,,,,,,1,1,,
4107022,出地藤条,ymicob1022tt,Varia表的描述没配置,5,,ymicob1022tt,,285,285,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,285,,,,,,,,,1,1,,
4107023,石砖,ymicob1023sz,Varia表的描述没配置,5,,ymicob1023sz,,140,140,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,1,140,,,,,,,,,1,,,
4107024,石砖,ymicob1024sz,Varia表的描述没配置,5,,ymicob1024sz,,70,70,0,15,0,"1,1,15,0",0,1,70,,,,,,,,,1,,,
4107025,石头路,ymicob1025dl,Varia表的描述没配置,17,,ymicob1025dl,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4107026,石头路,ymicob1026dl,Varia表的描述没配置,17,,ymicob1026dl,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4107027,石头路,ymicob1027dl,Varia表的描述没配置,17,,ymicob1027dl,,,,0,15,,"1,1,15,-1",0,1,0,,,,,,,,,1,,,
4108001,冰原屋,byicob1001Bw,Varia表的描述没配置,5,,byicob1001Bw,,295,295,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,295,,,,,,,,,1,,,
4108002,冰原防御塔,byicob1002Byfyt,Varia表的描述没配置,5,,byicob1002Byfyt,,455,455,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,455,,,,,,,,,1,,,
4108003,冰原雕像,byicob1003Bydx,Varia表的描述没配置,5,,byicob1003Bydx,,235,235,0,"15,15;15,15","0,0;0,0","2,2,15,0",0,0,235,,,,,,,,,1,,,
4108004,冰原祭坛,byicob1004Byjt,Varia表的描述没配置,5,,byicob1004Byjt,,195,195,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,195,,,,,,,,,1,,,
4108005,冰原指路牌,byicob1005Byzlp,Varia表的描述没配置,5,,byicob1005Byzlp,,170,170,0,15,0,"1,1,15,0",0,0,170,,,,,,,,,1,,,
4108006,捕鱼口,byicob1006Byk,Varia表的描述没配置,5,,byicob1006Byk,,108,108,0,15,0,"1,1,15,0",0,0,108,,,,,,,,,1,,,
4108007,冰原旗帜,byicob1007Byqz,Varia表的描述没配置,5,,byicob1007Byqz,,165,165,0,15,0,"1,1,15,0",0,0,165,,,,,,,,,1,,,
4108008,雪地桥左,byicob1008Xq_0,Varia表的描述没配置,5,,byicob1008Xq_0,,1,20,8,15,10,"1,1,15,10",0,0,20,,,,,,,,,1,,,
4108009,雪地桥右,byicob1008Xq_1,Varia表的描述没配置,5,,byicob1008Xq_1,,1,20,2,15,10,"1,1,15,10",0,0,20,,,,,,,,,1,,,
4108010,雪地桥,byicob1008Xqiao_0,Varia表的描述没配置,5,,byicob1008Xqiao_0,,20,20,0,15,15,"1,1,15,15",0,0,20,,,,,,,,,1,,,
4108011,雪地断桥,byicob1008Xqiao_1,Varia表的描述没配置,5,,byicob1008Xqiao_1,,20,20,0,15,15,"1,1,15,15",0,0,20,,,,,,,,,1,,,
4108012,雪地石板,byicob1009Sb,Varia表的描述没配置,5,,byicob1009Sb,,48,48,0,15,0,"1,1,15,0",0,2,48,,,,,,,,,1,,,
4108013,雪地横石栏杆,byicob1010Hslg,Varia表的描述没配置,5,,byicob1010Hslg,,84,84,0,15;15,0;0,"2,1,15,0",0,0,84,,,,,,,,,1,,,
4108014,雪地纵石栏杆,byicob1011Zslg,Varia表的描述没配置,5,,byicob1011Zslg,,68,68,0,15;15,0;0,"2,1,15,0",0,0,68,,,,,,,,,1,,,
4108015,雪地散木板,byicob1012Xdsmb,Varia表的描述没配置,5,,byicob1012Xdsmb,,10,10,0,15,15,"1,1,15,15",0,0,10,,,,,,,,,1,,,
4108016,雪地短木围栏,byicob1013Dmwl,Varia表的描述没配置,5,,byicob1013Dmwl,,68,68,0,15;15,0;0,"2,1,15,0",0,0,68,,,,,,,,,1,,,
4108017,雪地长木围栏,byicob1014Cmwl,Varia表的描述没配置,5,,byicob1014Cmwl,,85,85,0,15;15,0;0,"2,1,15,0",0,0,85,,,,,,,,,1,,,
4108018,冰原雪橇,byicob1015Byxq,Varia表的描述没配置,5,,byicob1015Byxq,,95,95,0,15;15,0;0,"2,1,15,0",0,0,95,,,,,,,,,1,,,
4108019,雪人,byicob1016Xr,Varia表的描述没配置,5,,byicob1016Xr,,122,122,0,15,0,"1,1,15,0",0,0,122,,,,,,,,,1,,,
4108020,祭坛遗迹,byicob1017Jtyj,Varia表的描述没配置,5,,byicob1017Jtyj,,108,108,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,108,,,,,,,,,1,,,
4108021,雪原告示牌,byicob1018Bygsp,Varia表的描述没配置,5,,byicob1018Bygsp,,101,101,0,"15,15","0,0","1,2,15,0",0,0,101,,,,,,,,,1,,,
4109001,熔岩堡垒,ryicob1001Rybl,Varia表的描述没配置,5,,ryicob1001Rybl,,430,430,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,430,,,,,,,,,1,,,
4109002,熔岩祭坛,ryicob1002Ryjt,Varia表的描述没配置,5,,ryicob1002Ryjt,,270,270,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,270,,,,,,,,,1,,,
4109003,熔岩雕像,ryicob1003Rydx,Varia表的描述没配置,5,,ryicob1003Rydx,,565,565,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,565,,,,,,,,,1,,,
4109004,熔岩堡垒,ryicob1004Rydb,Varia表的描述没配置,5,,ryicob1004Rydb,,166,166,0,"15,15,15;15,15,15;15,15,15","0,0,0;0,0,0;0,0,0","3,3,15,0",1,0,166,,,,,,,,,1,,,
4109005,熔岩锻造口,ryicob1005Rydzk,Varia表的描述没配置,5,,ryicob1005Rydzk,,250,250,0,"15,15,15;15,15,15;15,15,15","0,0,0;0,0,0;0,0,0","3,3,15,0",1,0,250,,,,,,,,,1,,,
4109006,熔岩石屋,ryicob1006Rysw,Varia表的描述没配置,5,,ryicob1006Rysw,,175,175,0,"15,15,15;15,15,15;15,15,15","0,0,0;0,0,0;0,0,0","3,3,15,0",1,0,175,,,,,,,,,1,,,
4109007,熔岩告示牌,ryicob1007Rygsp,Varia表的描述没配置,5,,ryicob1007Rygsp,,261,261,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,261,,,,,,,,,1,,,
4109008,熔岩火晶石,ryicob1008Ryhjs,Varia表的描述没配置,5,,ryicob1008Ryhjs,,242,242,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,242,,,,,,,,,1,,,
4109009,熔岩石柱,ryicob1009Rysz,Varia表的描述没配置,5,,ryicob1009Rysz,,248,248,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,248,,,,,,,,,1,,,
4109010,熔岩旗帜,ryicob1010Ryqz,Varia表的描述没配置,5,,ryicob1010Ryqz,,173,173,0,15,0,"1,1,15,0",1,0,173,,,,,,,,,1,,,
4070156,骷髅堆,icob_kuLouDui,Varia表的描述没配置,8,,icob_kuLouDui,0,10,10,0,15,0,"1,1,15,0",0,0,0,0,0,0,0,0,0,,0,1,1,,
4070157,墓碑,icob_muBei,Varia表的描述没配置,8,,icob_muBei,0,10,10,0,15,0,"1,1,15,0",0,0,0,0,0,0,0,0,0,,0,1,1,,
4070159,草堆,icob_caoDui,Varia表的描述没配置,8,,icob_caoDui,0,10,10,0,15,0,"1,1,15,0",0,0,0,0,0,0,0,0,0,,0,1,1,,
4070178,水果栏,icob_shuiGuoLan2,Varia表的描述没配置,8,,icob_shuiGuoLan2,0,1,1,0,15,0,"1,1,15,0",0,0,1,0,0,0,0,0,0,,0,1,1,,
4091001,青草,caoyuanmt1001,Varia表的描述没配置,8,,caoyuanmt1001,0,1,1,0,15,15,"1,1,15,15",0,0,51,0,0,0,0,0,1,,0,1,1,,
4091002,青色草丛,caoyuanmt1002,Varia表的描述没配置,8,,caoyuanmt1002,0,1,1,0,15,15,"1,1,15,15",0,0,20,0,0,0,0,0,1,,0,1,1,,
4091003,深色草丛,caoyuanmt1003,Varia表的描述没配置,8,,caoyuanmt1003,0,1,1,0,15,15,"1,1,15,15",0,0,20,0,0,0,0,0,1,,0,1,1,,
4091006,小蘑菇,caoyuanmt1006,Varia表的描述没配置,8,,caoyuanmt1006,0,1,1,0,15,15,"1,1,15,15",0,0,25,0,0,0,0,0,0,,0,1,1,,
4091007,双生蘑菇,caoyuanmt1007,Varia表的描述没配置,8,,caoyuanmt1007,0,1,1,0,15,15,"1,1,15,15",0,0,28,0,0,0,0,0,0,,0,1,1,,
4091008,双生大蘑菇,caoyuanmt1008,Varia表的描述没配置,8,,caoyuanmt1008,0,1,1,0,15,15,"1,1,15,15",0,0,30,0,0,0,0,0,0,,0,1,1,,
4091009,三生蘑菇,caoyuanmt1009,Varia表的描述没配置,8,,caoyuanmt1009,0,1,1,0,15,15,"1,1,15,15",0,0,60,0,0,0,0,0,0,,0,1,1,,
4091010,小杉树,caoyuanmt1010,Varia表的描述没配置,8,,caoyuanmt1010,0,155,155,0,15,0,"1,1,15,0",0,0,155,0,0,0,0,0,0,,0,1,1,,
4091011,小桦木,caoyuanmt1011,Varia表的描述没配置,8,,caoyuanmt1011,0,160,160,0,15,0,"1,1,15,0",0,0,160,0,0,0,0,0,0,,0,1,1,,
4092001,菠萝草,shamomt1001,Varia表的描述没配置,8,,shamomt1001,0,84,84,0,15,0,"1,1,15,0",0,0,84,0,0,0,0,0,0,,0,1,1,,
4092002,黄苦草,shamomt1002,Varia表的描述没配置,8,,shamomt1002,0,1,1,0,15,15,"1,1,15,15",0,0,59,0,0,0,0,0,1,,0,1,1,,
4092003,小沙棕,shamomt1003,Varia表的描述没配置,8,,shamomt1003,0,35,35,0,15,15,"1,1,15,15",0,0,35,0,0,0,0,0,0,,0,1,1,,
4093001,双生白头球,xuedimt1001,Varia表的描述没配置,8,,xuedimt1001,0,1,1,0,15,15,"1,1,15,15",0,0,23,0,0,0,0,0,1,,0,1,1,,
4093002,三生白头球,xuedimt1002,Varia表的描述没配置,8,,xuedimt1002,0,1,1,0,15,15,"1,1,15,15",0,0,35,0,0,0,0,0,1,,0,1,1,,
4093003,双生大白头球,xuedimt1003,Varia表的描述没配置,8,,xuedimt1003,0,1,1,0,15,15,"1,1,15,15",0,0,38,0,0,0,0,0,1,,0,1,1,,
4093004,小冰瑚,xuedimt1004,Varia表的描述没配置,8,,xuedimt1004,0,1,1,0,15,15,"1,1,15,15",0,0,40,0,0,0,0,0,0,,0,1,1,,
4093005,大冰瑚,xuedimt1005,Varia表的描述没配置,8,,xuedimt1005,0,1,1,0,15,15,"1,1,15,15",0,0,60,0,0,0,0,0,0,,0,1,1,,
4093006,小雪杉,xuedimt1006,Varia表的描述没配置,8,,xuedimt1006,0,98,98,0,15,0,"1,1,15,0",0,0,98,0,0,0,0,0,0,,0,1,1,,
4094001,思索花,mt10010Ssh,Varia表的描述没配置,8,,mt10010Ssh,0,1,1,0,15,15,"1,1,15,15",0,0,67,0,0,0,0,0,0,,0,1,1,,
4094002,星辰花,mt10011Xch,Varia表的描述没配置,8,,mt10011Xch,0,1,1,0,15,15,"1,1,15,15",0,0,64,0,0,0,0,0,0,,0,1,1,,
4094003,紫色天国,mt10012Zstg,Varia表的描述没配置,8,,mt10012Zstg,0,1,1,0,15,15,"1,1,15,15",0,0,61,0,0,0,0,0,0,,0,1,1,,
4094004,红桃皇后,mt10013Hthh,Varia表的描述没配置,8,,mt10013Hthh,0,1,1,0,15,15,"1,1,15,15",0,0,64,0,0,0,0,0,0,,0,1,1,,
4094005,德康花,mt10014Dkh,Varia表的描述没配置,8,,mt10014Dkh,0,1,1,0,15,15,"1,1,15,15",0,0,31,0,0,0,0,0,0,,0,1,1,,
4094006,空芯,mt10015Kx,Varia表的描述没配置,8,,mt10015Kx,0,1,1,0,15,15,"1,1,15,15",0,0,49,0,0,0,0,0,1,,0,1,1,,
4094007,黄芯,mt10016Hx,Varia表的描述没配置,8,,mt10016Hx,0,1,1,0,15,15,"1,1,15,15",0,0,48,0,0,0,0,0,0,,0,1,1,,
4094008,小雪球,mt10017Xxq,Varia表的描述没配置,8,,mt10017Xxq,0,1,1,0,15,15,"1,1,15,15",0,0,40,0,0,0,0,0,0,,0,1,1,,
4094009,银剑菊,mt10018Yjj,Varia表的描述没配置,8,,mt10018Yjj,0,1,1,0,15,15,"1,1,15,15",0,0,39,0,0,0,0,0,0,,0,1,1,,
